Country Code,Country Name,Year of data,United Nations Region,World Bank Income Status,Food Vehicle,Mandatory Fortification,Mandatory Fortification Source English,Mandatory Fortification Comment,Fortification Year,Fortification Year Source English,Fortification Year Comment,Effective Year,Effective Year Source English,Effective Year Comment,Voluntary Fortification,Voluntary Fortification Year,Voluntary Fortification Source English,Voluntary Fortification Comment,Legislation scope types,Comment on legislation scope types,Legislation scope origins - Domestically Produced,Legislation scope origins - Imports,Legislation scope origins - Exports,Comment on legislation scope origins,Legislation scope uses - Household,Legislation scope uses - Processed food,Legislation scope uses - Animal feed,Legislation scope uses - Donated food,Comment on legislation scope uses,Source of legislation scope data in original language,Source of legislation scope data in English,External monitoring protocol,Source of external monitoring protocol data in original language,Source of external monitoring protocol data in English,Comment on external monitoring protocol data,Import monitoring protocol,Source of import monitoring protocol data in original language,Source of import monitoring protocol data in English,Comment on import monitoring protocol data
156,New Zealand,2021,Oceania,High income,Wheat flour,YES,"Ministry for Primary Industries. New Zealand Permitted
Fortification of Bread with
Folic Acid. New Zealand. 2021",,2021,"Ministry for Primary Industries. New Zealand Permitted
Fortification of Bread with
Folic Acid. New Zealand. 2021",,2023,,,NO,0,,,Subset,Applies to bread: bread means the product made by baking a yeast-leavened dough prepared from one or more cereal flours or meals and water,Domestically produced,Imports,,"This Food Standard should be read by everyone who makes and sells bread within New Zealand, and  importers of bread for sale within New Zealand.",Household,Processed food,,,,Ministry for Primary Industries. New Zealand Permitted  Fortification of Bread with  Folic Acid. New Zealand. 2021,Ministry for Primary Industries. New Zealand Permitted  Fortification of Bread with  Folic Acid. New Zealand. 2021,Not applicable,,,,Not applicable,,,
157,Nicaragua,0,Americas,Lower middle income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
157,Nicaragua,0,Americas,Lower middle income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
157,Nicaragua,2002,Americas,Lower middle income,Rice,YES,"Ministry of Health. Obligatory Nicaraguan Technical Norms, Rice Fortification NTON 03 091 - 11. Nicaragua. 18/June/2014.",,2002,"Ministry of Health. Obligatory Nicaraguan Technical Norms, Rice Fortification NTON 03 091 - 11. Nicaragua. 18/June/2014.",,2011,,,NO,0,,,All,"2. FIELD OF APPLICATION: This standard is mandatory for all rice that is marketed in the territory, whether imported or domestically produced.",Domestically produced,Imports,,"2. FIELD OF APPLICATION: This standard is mandatory for all rice that is marketed in the territory, whether imported or domestically produced.",Household,Processed food,,,Not stipulated; it was assumed that rice for household and processed foods must be fortified and rice for animal feed or that is donated does not need to be fortified.,"Ministry of Health. Obligatory Nicaraguan Technical Norms, Rice Fortification NTON 03 091 - 11. Nicaragua. 18/June/2014.","Ministry of Health. Obligatory Nicaraguan Technical Norms, Rice Fortification NTON 03 091 - 11. Nicaragua. 18/June/2014.",Not applicable,,,,Not applicable,"Institute of Nutrition of Central America and Panama (INCAP), United Nations Children's Fund (UNICEF), Foundation for Food and Nutrition of Central America and Panama (FANCAP). Manual for the Inspection of Fortified Foods at Points of Entry for Imported Foods, Second Edition. Guatemala. 2011.","Institute of Nutrition of Central America and Panama (INCAP), United Nations Children's Fund (UNICEF), Foundation for Food and Nutrition of Central America and Panama (FANCAP). Manual for the Inspection of Fortified Foods at Points of Entry for Imported Foods, Second Edition. Guatemala. 2011.","Regional Document (Translated and adapted for Central America, Panama and the Dominican Republic). General guidelines for import monitoring of any fortified food."
157,Nicaragua,2007,Americas,Lower middle income,Salt,YES,"The President Of The Republic Of Nicaragua. Law For Salt Fortification With Iodine And Fluoride Law No. 638, Approved On September 26, 2007. Republic of Nicaragua.  20/November/2007. [http://bit.ly/2uCXAP4]",Regulations were passed in 2008,2007,"The President Of The Republic Of Nicaragua. Law For Salt Fortification With Iodine And Fluoride Law No. 638, Approved On September 26, 2007. Republic of Nicaragua.  20/November/2007. [http://bit.ly/2uCXAP4]",,2008,,,NO,0,,,All,"Article 2. The provisions of this Regulation apply to all salt marketed and used in the country in the food industry, for direct human consumption, animal or for other purposes, whatever its type or origin, whether domestic or foreign.",Domestically produced,Imports,,"Article 2. The provisions of this Regulation apply to all salt marketed and used in the country in the food industry, for direct human consumption, animal or for other purposes, whatever its type or origin, whether domestic or foreign.",Household,Processed food,Animal feed,,"Article 2. The provisions of this Regulation apply to all salt marketed and used in the country in the food industry, for direct human consumption, animal or for other purposes, whatever its type or origin, whether domestic or foreign.","The President of the Republic Of Nicaragua. Law For Salt Fortification With Iodine And Fluoride Law No. 638, Approved On September 26, 2007. Republic of Nicaragua.  20/November/2007. [http://bit.ly/2uCXAP4]","The President of the Republic Of Nicaragua. Law For Salt Fortification With Iodine And Fluoride Law No. 638, Approved On September 26, 2007. Republic of Nicaragua.  20/November/2007. [http://bit.ly/2uCXAP4]",Unknown,"Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]","Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]",Country is salt producing. Hence we assume having an external monitoring protocol is applicable.,Yes,"Institute of Nutrition of Central America and Panama (INCAP), United Nations Fund for Children (UNICEF), et. Al. Manual for the Inspection of Fortified Foods at Imported Food Entry Points, Translation and Adaptation for Central America, Panama and the Dominican Republic Second Edition-2011. Honduras. 2011","Institute of Nutrition of Central America and Panama (INCAP), United Nations Fund for Children (UNICEF), et. Al. Manual for the Inspection of Fortified Foods at Imported Food Entry Points, Translation and Adaptation for Central America, Panama and the Dominican Republic Second Edition-2011. Honduras. 2011","For adaptation by Central American Countries; Covers Belize, Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, and Panama"
157,Nicaragua,2007,Americas,Lower middle income,Wheat flour,YES,"Ministry of Economy, MINECO, National Council of Science and Technology, CONACYT, Ministry of Development, Industry and Commerce, MIFIC, Secretariat of Industry and Commerce, SIC, Ministry of Economy, Industry and Commerce, MEIC, Central American Technical Regulation RTCA 67.01.15: 07. Flours, Fortified Wheat Flour, Specifications. Nicaragua. 24/August/2007.",,2007,"Ministry of Economy, MINECO, National Council of Science and Technology, CONACYT, Ministry of Development, Industry and Commerce, MIFIC, Secretariat of Industry and Commerce, SIC, Ministry of Economy, Industry and Commerce, MEIC, Central American Technical Regulation RTCA 67.01.15: 07. Flours, Fortified Wheat Flour, Specifications. Nicaragua. 24/August/2007.",,2008,,,NO,0,,,Subset,"2. SCOPE OF APPLICATION. This regulation applies to fortified wheat flour for human consumption, made with common wheat, Triticum aestivum L. or with branched wheat, Triticum compactum Host, or a mixture thereof, in bulk or prepackaged and that is ready for sale to the consumer or is intended for use in the manufacture of other food products.It does not apply: - To any product made with durum wheat, Triticum durum Desf., alone or in combination with other wheats; - Whole wheat flour, whole wheat flour or semolina, Triticum aestivum L. common wheat flour, or branched wheat Triticum compactum Host., Or a mixture thereof; - Wheat flour intended for be used as an additive in the production of beer or in the preparation of starch and / or gluten - To wheat flour intended for the non-food industry; - To flours whose protein content has been reduced or that, after the milling process, they have undergone a special treatment other than drying or bleaching, or to which other ingredients other than those mentioned in sections 5.8 and 5.9 have been added.  Page 3.",Domestically produced,Imports,,Not stipulated; it was assumed that domestically produced and imported flour must be fortified and exported flour does not need to be fortified.,Household,Processed food,,,"2. SCOPE OF APPLICATION. This regulation applies to fortified wheat flour for human consumption, made with common wheat, Triticum aestivum L. or with branched wheat, Triticum compactum Host, or a mixture thereof, in bulk or prepackaged and that is ready for sale to the consumer or is intended for use in the manufacture of other food products.  Page 3.","Ministry of Economy, MINECO, National Council of Science and Technology, CONACYT, Ministry of Development, Industry and Commerce, MIFIC, Secretary of Industry and Commerce, SIC, Ministry of Industrial Economy and Commerce, MEIC. Central American Technical Regulation RTCA 67.01.15:07. Flours, Fortified Wheat Flour. Specifications. Guatemala. 27/July/2007. ","Ministry of Economy, MINECO, National Council of Science and Technology, CONACYT, Ministry of Development, Industry and Commerce, MIFIC, Secretary of Industry and Commerce, SIC, Ministry of Industrial Economy and Commerce, MEIC. Central American Technical Regulation RTCA 67.01.15:07. Flours, Fortified Wheat Flour. Specifications. Guatemala. 27/July/2007. ",Yes,"Institute of Nutrition of Central America and Panama (INCAP, United Nations Children's Fund (UNICEF), Foundation for Food and Nutrition of Central America and Panama. Manual for the External Monitoring of Wheat Flour Fortification (Technical Audit and Inspection), Second Edition-2011. Guatemala. 2011.","Institute of Nutrition of Central America and Panama (INCAP, United Nations Children's Fund (UNICEF), Foundation for Food and Nutrition of Central America and Panama. Manual for the External Monitoring of Wheat Flour Fortification (Technical Audit and Inspection), Second Edition-2011. Guatemala. 2011.","Regional document (translated and adapted for Central America, Panama and the Dominican Republic); monitoring starts on page 10; inspection forms at the end of document.",Yes,"Institute of Nutrition of Central America and Panama (INCAP, United Nations Children's Fund (UNICEF), Foundation for Food and Nutrition of Central America and Panama. Manual for the External Monitoring of Wheat Flour Fortification (Technical Audit and Inspection), Second Edition-2011. Guatemala. 2011.","Institute of Nutrition of Central America and Panama (INCAP, United Nations Children's Fund (UNICEF), Foundation for Food and Nutrition of Central America and Panama. Manual for the External Monitoring of Wheat Flour Fortification (Technical Audit and Inspection), Second Edition-2011. Guatemala. 2011.","Regional Document. (Translated and adapted for Central America, Panama and the Dominican Republic)"
158,Niger,0,Africa,Low income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
158,Niger,2012,Africa,Low income,Oil,YES,"Ministry Of Mining And Industrial Development, Ministry Of Public Health, Ministry Of Finance. Joint decree no 65 / MMJDI / MSP / MF of 25 APR 2012: Mandatory application of Nigerien standards relating to refined edible palm, palm kernel and peanut oils enriched with vitamin A. Niger. 25/April/2012.","Nigerian Standards NN-01-03-01; NN-01-03-02 and NN-01-0303 relating to refined edible peanut, palm and palm kernel oils enriched with vitamin A are made compulsory throughout the territory of the Republic of Niger.


Les Normes Nigériennes NN-01-03-01; NN-01-03-02 et NN-01-0303 relatives aux huiles comestibles raffinées d'arachide, de palme et de palmiste  enrichies en vitamine A. sont rendues d'application obligatoire sur toute l'étendue du territoire de la République du Niger.",2012,"Ministry Of Mining And Industrial Development, Ministry Of Public Health, Ministry Of Finance. Joint decree no 65 / MMJDI / MSP / MF of 25 APR 2012: Mandatory application of Nigerien standards relating to refined edible palm, palm kernel and peanut oils enriched with vitamin A. Niger. 25/April/2012.",,2012,,,NO,0,,,Subset,"Article 1: Nigerian Standards NN-01-03-01; NN-01-03-02 and NN-01-0303 relating to refined edible peanut, palm and palm kernel oils enriched with vitamin A are made compulsory throughout the territory of the Republic of Niger.",Domestically produced,Imports,,"Article 8 Any palm, palm kernel or groundnut oil imported or manufactured locally that does not have the quality characteristics as defined in this Order, is considered non-compliant and sanctioned in accordance with the relevant regulations.",Household,Processed food,Animal feed,Donated food,"Article 8 Any palm, palm kernel or groundnut oil imported or manufactured locally that does not have the quality characteristics as defined in this Order, is considered non-compliant and sanctioned in accordance with the relevant regulations.","Ministry Of Mining And Industrial Development, Ministry Of Public Health, Ministry Of Finance. Joint decree no 65 / MMJDI / MSP / MF of 25 APR 2012: Mandatory application of Nigerien standards relating to refined edible palm, palm kernel and peanut oils enriched with vitamin A. Niger. 25/April/2012.","Ministry Of Mining And Industrial Development, Ministry Of Public Health, Ministry Of Finance. Joint decree no 65 / MMJDI / MSP / MF of 25 APR 2012: Mandatory application of Nigerien standards relating to refined edible palm, palm kernel and peanut oils enriched with vitamin A. Niger. 25/April/2012.",Not applicable,,,,Not applicable,,,
158,Niger,0,Africa,Low income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
158,Niger,2014,Africa,Low income,Salt,YES,"The Minister of Public Health et al. Interministerial Order No. 116 MSP / MC / PSP / MMDI / DF 25 March 2014 Determining the conditions of production, importation and marketing of salt in Niger. Republic of Niger. 25/March/2014.","ECOWAS Resolution A/RES/5/8/94 on the Mandatory Iodisation of Salt in ECOWAS Member States ""suggests that....all Member States should enact by the end of 1994, laws making it mandatory to iodise salt produced and imported for human or animal consumption...."" [https://bit.ly/3b4Fl8i]",2014,"The Minister of Public Health et al. Interministerial Order No. 116 MSP / MC / PSP / MMDI / DF 25 March 2014 Determining the conditions of production, importation and marketing of salt in Niger. Republic of Niger. 25/March/2014.",,2014,,,NO,0,,,All,"""iodized salt means any salt enriched in iodine""",Domestically produced,Imports,,"""any salt produced or imported on national territory must be iodized""",Household,Processed food,Animal feed,,"""any salt produced or imported on national territory must be iodized""","The Minister of Public Health et al. Interministerial Order No. 116 MSP / MC / PSP / MMDI / DF 25 March 2014 Determining the conditions of production, importation and marketing of salt in Niger. Republic of Niger. 25/March/2014.","The Minister of Public Health et al. Interministerial Order No. 116 MSP / MC / PSP / MMDI / DF 25 March 2014 Determining the conditions of production, importation and marketing of salt in Niger. Republic of Niger. 25/March/2014.",Unknown,"Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]","Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]",Country is salt producing. Hence we assume having an external monitoring protocol is applicable.,Unknown,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
